comment_content,show_name,post_comment [Total Events]
الموضوع مخيف ومحزن خاصه لما يكون ضحية الغضب الجماعي او الاقصاء طفل ،،، حلقة جميله ومهمه المواضيع المتعلقة بتأثير وسائل الاجتماعي على الصحة,عقل غير هادئ | مبارك الزوبع,1
الموضوع والضيف والأحداث السياسية الدائرة أكملت مثلث التميز للحلقة,فنجان مع عبدالرحمن أبومالح,1
"الموضوع يلمس كل شخص بجوانب كثير بحياته ( اجتماعية / دراسية / مهنية / شخصية .. 
اسمع الحلقة و اهوجس بالاشياء اللي محتاجة مني خطوة 🥲
-

شكل الموسم",آدم مع محمد الحاجي,1
"المُدهش كيف كانت البداية وكيف انتهت:(
تعلّمت درس الصبر مع المحقق بالبداية🤣وإن بداية القصة كانت سوااليف بس وصلت لجريمة ومب أي جرييمة، تُراب",جناية,1
"الناتج المحلي الإجمالي الاسمي 3126 مليار في 2021 أما في 2022 وصل 4157 مليار بزيادة 33% أما الناتج المحلي الإجمالي الحقيقي 8.7%
لو أخذنا 2017 انخفض الناتج",جادي,1
الناتج المحلي الإجمالي الاسمي هو قيمة الاقتصاد 4.1 تريليون أما الناتج المحلي الإجمالي الحقيقي نسبة نمو الاقتصاد يعني الناتج النفطي الاسمي م,جادي,1
الناس اذا اعطت ، أعطت مرة مرتين ، الله وهوا رب الناس اذا اعطى ادهش !، فالله معك كنت فرحًا حزينًا معك كنت باكيًا باسمًا فمعك الله سبحانه وتعالى,الدين النصيحة,1
"النساء أكثر ابداعًا في الجريمة 😅 🤷‍♀️ 
الحلقة متوسطة يعني لا جيدة ولا بشعة يعني هي جزء عن ازاي بدأ، وبيعمل ايه عن تطوير نفسه كصانع محتوي.",GLASSROOM جلاس روم,1
النص الاول من المقابلة ممتاز وكان يهمني، النصف الثاني عن الأبل وسباقاتها وغيرها ما كان مهم بالنسبة لي.,Bidon Waraq | بدون ورق,1
النصراوي مو راضي عن الڤار ولا على التعديل ولا التحكيم بكبره ههههههههه,الفجر,1
النفس الطيّبة في الحديث والرغبة الواضحة في أن يلاقي جمهوره بما يحبه، جانبه بالعمل البعيد عن وجوده الإعلامي! عظمة على عظمة، خبايا الشخصيات ت,فنجان مع عبدالرحمن أبومالح,1
النقاش شداني جداً احسنتم👏🏽👏🏽🤝🏽,جادي,1
النقاش ممتع و مليء بمعلومات جديدة كنا نجهلها 👌🏼,فنجان مع عبدالرحمن أبومالح,1
النهاية حقيرة شوي,Serial,1
النهاية مره دارك,رابط تشعبي,1
"النهاية مره مو متوقعه، شكراً لثمود و مازن اول مره بودكاست اسمعه بالبيت من كثر ما شدني بدل ما اسمعه مو بالسيارة هههههه

رابط تشعبي داخل بقوة و",رابط تشعبي,1
النهاية 🤯,رابط تشعبي,1
النوووع المفضل من الحلقات❤️,فنجان مع عبدالرحمن أبومالح,1
الهدوء والراحه عنوان لصوتهاااا,بودكاست أبجورة,1
الهنداويـة منبع الفن 🤩,امش مع,1
"الهوية البصرية جذابة والحلقة ممتعة جداً وثرية بالمعلومات وعجبني أنها مرتبطه بحدث واقعي نعيشه بتأثيراته على الاقتصاد والناس

شاكر لكم جهودك",جادي,1
الهوية الشخصية موضوع مهم والأهم ماتقع في الخطأ بأن الهوية الشخصية فقط عملية تصميم شعار أو منشورات أو ثيم، بل هذي هي رأس الجليد اللي الناس تش,Marcom Trends,1
الهويه الجديد رهييييبه 😍 صراحة مره اعجبتني وتفاصيلها جميلة صراحة,جادي,1
الهيئة تشتغل في نطاق صعب نوعاً ما برضو تواجهه تحديات منها خلق عادة القراءة وتسهيلها لجيل يهضم المعلومة السهلة ويقدرها وأشوف محاولاتها جيدة,سقراط مع عمر الجريسي,1
الواحد صار عليه واجب إضافي من ناحية زيادة التعداد السكاني، نظرة جديدة للأزمة السكانية من عدسة اقتصادية.,جادي,1
الوحدة خيرا من أعيش مع ناس معقده تتجاهلني وتقصيني وهم لايشكلون لنا شيء أنا عني اقدر أعيش مع عائلتي فقط في خيمه في البر ماحولنا احد,آدم مع محمد الحاجي,1
"الوداع يا راديو ثمانية
*لايك لو فكة ههههه",The Broski Report with Brittany Broski,1
الوقت بالحلقة يمر بسرعة ، صراحة الضيف ليتها بكل ضيوف,سوالف بزنس مع مشهور الدبيان,1
الوقت تعد من أهم المهارات التي يمكن أن تؤثر على جودة حياتنا بشكل عام. في هذه الحلقة، تناول مقدم البرنامج هذا الموضوع بأسلوب شيق ومليء بالمعل,undefined,1
الوقت تعد من أهم المهارات التي يمكن أن تؤثر على جودة حياتنا بشكل عام. في هذه الحلقة، تناول مقدم البرنامج هذا الموضوع بأسلوب شيق ومليء بالمعل,بلوميست,1
"الوقت يركض بي ركض وأنا أسمع ذالحلقة، ست ساعات في حياة مليانة وعجيبة جداً

كلامه مؤثر الحقيقة، ومراحل حياته من الثقة والفسقة والذكاء والتحلي",Lex Fridman Podcast,1
الوووووو ابي اطلع في الصاله,بودكاست أبجورة,1
الى الان منتشي من جمال الحلقة، موضوع مهم جدا وانتم افضل من تكلم عنه. الف شكر لكم,جادي,1
الي أعجبني كيف تصالح مع خطأه القديم وتقبل ردة فعل الناس الي أخطأ عليهم…,بترولي,1
الي ادهشني اكثر كيف انه قدر يكون شخص طبيعي جداً مع عائلته وعمله وب فترات معينه يروح يقتل ويغتصب؟ ، وان,المختلون | Almukhtaloon,1
الي قدمه ومازال يقدمه منصور بخاطري مو بس نعي اهميته بل نحس فيه ونعايش ذا التوثيق لأن شخصياً ارى بأن منصور حفظ جزء من عمري وذكرياتي بتوثيقه ال,فنجان مع عبدالرحمن أبومالح,1
الي ما يبي يسمع سوالف استراحة يفتح التلفون,شوط,1
"الي يبغا ياخذ خلاصة هذه الحلقة بدون شخصنة مع اراء الدكتور يقدر يقرأ كتاب بعنوان ""الهشاشة النفسية"" فيه الزبدة وبدون اي تحيزات وشخصنة",فنجان مع عبدالرحمن أبومالح,1
الي يبي فيديو ينزل يوتيوب,فنجان مع عبدالرحمن أبومالح,1
الي يضحك أكثر  الحلول المقترحة، ما يفشلون في إضحاكي 😂,وش السالفة؟,1
الي يقول الحلقة تمطيط طيب هي كذا فكرتها تمطيط يجيب لك رحلة البحث عن السؤال لين ما يوصل للإجابة وهنا متعة هذا البودكاست لو كان سؤال وجواب على,رابط تشعبي,1
اليوم أكملت قرابة أسبوع من اشتراك في ثمانية والى اليوم ما تفتح عندي اي حلقة حصرية !!,فنجان مع عبدالرحمن أبومالح,1
"اليوم جاء ببالي ارجع اسمع أصوات 
على إني قد سمعت المواضيع كلها لكن لسى استمتع فيهم وكأني أول مره اسمعهم 
يا ليت لو ينزلون حلقات أكثر بالنسبة ل",أصوات,1
اليوم شاهدت الفلم، وكتبت مقالة مطوّلة، لكن وقفت كتابتها وقررت اسمع اللقاء. حتى يسهل قراءة الفلم كناقد.,النشرة السينمائية,1
"اليوم فعلت تنبيهات لبودكاست الفجر لأني واثقه فيهم بيعطونا حلقه حصريه مستعجله اذا جد جديد بالعالم😅🫶🏻..

دلعتونا بزياده الحين بندمن حلقات",الفجر,1
اليوم قررت أفهم نفسي أكثر.,فنجان مع عبدالرحمن أبومالح,1
اليوم قريت مقابلتها مع ذا فيرج، واشتركت في البودكاست حقها.  فكرة البودكاست جديدة عليه وتبدو ممتعه,Am I Normal? with Mona Chalabi,1
اليوم مشهور مبدع,سوالف بزنس مع مشهور الدبيان,1
اليوم هادي أثبت أنه ضد المرأة 😂,جادي,1
اما بخصوص قولك انك مع الوقت شعرت وانا احترم شعورك اخ سلطان لكن لايبدو ان الدين يحتىم وجود عقائد او متسامح معها وبالدليل حرية إرادة الشخص الو,امشِ مع,1
